1553486,PSYC,102,B-
1402258,MATH,229,B
1445566,FLGL,101,C++
1498765,PHYS,273,C++
1638171,ANTH,220,B-
1355863,PSYC,102,A
1560953,MATH,110,C
1399842,MATH,230,B-
1445566,ANTH,220,B+
1478201,CSCI,473,A
1355863,CSCI,240,C
1401579,ART,101,C++
1742912,STAT,473,C
1772123,CSCI,330,A
1445566,STAT,473,B-
1421528,MATH,155,B
1553486,PHYS,273,C
1478201,FLGL,102,B
1772123,PHYS,273,B+
1766623,MATH,230,C-
1513234,CSCI,467,B
1399234,STAT,473,D
1401579,CSCI,340,C++
1498765,CSCI,340,B+
1766348,CSCI,241,C++
1500215,PSYC,102,A-
1766348,PHYS,273,C++
1401579,CSCI,330,C++
1402258,MATH,230,F
1421528,MATH,110,C++
1498765,CSCI,473,A-
1231872,CSCI,466,B-
1553486,MGMT,217,F
1375817,CSCI,401,D
1766348,CSCI,330,C-
1478201,MATH,110,B-
1727272,CSCI,240,C++
1399842,PSYC,102,A
1560953,MATH,229,B-
1766348,CSCI,240,F
1772123,STAT,473,C
1638171,CSCI,240,C-
1231872,MATH,155,B
1772123,MGMT,217,A
1500215,CSCI,240,C-
1375817,ART,101,C++
1402258,CSCI,340,F
1421528,CSCI,473,B
1231872,ART,101,C++
1355863,MATH,229,A
1513234,MATH,229,A
1766348,FLGL,102,C
1231872,CSCI,473,B+
1231872,CSCI,240,B-
1766623,FLGL,101,D
1647812,ANTH,220,C++
1498765,MATH,155,A-
1638171,MGMT,217,B
1402258,CSCI,330,B-
1766623,PSYC,102,B-
1766348,CSCI,473,C++
1513234,ANTH,220,B
1421528,FLGL,102,D
1498765,MATH,110,C
1500215,MUSE,394,F
1727272,MATH,155,B
1560953,ANTH,220,B-
1553486,CSCI,401,F
1638171,ART,101,F
1766623,MATH,110,F
1638171,MATH,110,C
1647812,FLGL,201,C++
1566721,CSCI,340,C++
1638171,MATH,155,B-
1560953,FLGL,102,C++
1766623,FLGL,102,F
1566721,MATH,155,A-
1478201,MATH,110,B-
1772123,FLGL,201,B-
1375817,STAT,473,C
1766623,CSCI,340,C
1231872,MATH,110,F
1566721,CSCI,473,B
1399234,FLGL,201,F
1399234,MATH,229,B-
1560953,CSCI,330,F
1445566,FLGL,102,A-
1553486,MATH,230,D
1478201,CSCI,241,A
1399842,CSCI,240,B
1401579,ANTH,220,C
1445566,MATH,155,B+
1566721,STAT,473,B-
1401579,FLGL,101,D
1375817,MATH,155,A
1766623,CSCI,499,C-
1421528,STAT,473,F
1500215,CSCI,499,C++
1513234,FLGL,201,B
1638171,STAT,473,F
1647812,MATH,110,C++
1647812,CSCI,467,C-
1727272,PSYC,102,B-
1401579,STAT,473,F
1742912,FLGL,102,C
1375817,PHYS,273,B+
1478201,ANTH,220,A-
1498765,FLGL,102,A
1399842,ANTH,220,A
1498765,ART,101,C
1647812,FLGL,102,B-
1445566,CSCI,330,C
1553486,CSCI,240,F
1478201,CSCI,499,A
1566721,CSCI,401,D
1513234,MATH,230,B
1231872,STAT,473,F
1553486,CSCI,499,C++
1399842,CSCI,330,A-
1560953,CSCI,340,F
1772123,MATH,110,A-
1500215,CSCI,330,C++
1766348,MGMT,217,C-
1560953,CSCI,467,B
1500215,MATH,155,B-
1766623,CSCI,401,F
1401579,PSYC,102,C++
1402258,CSCI,499,C++
1772123,MATH,155,A-
1375817,MUSE,394,C
1513234,CSCI,240,C
1375817,MGMT,217,A
1498765,CSCI,467,B+
1566721,MATH,110,C++
1766348,CSCI,499,C++
1766348,ANTH,220,F
1402258,FLGL,102,C-
1766348,CSCI,401,F
1742912,MATH,229,B
1553486,CSCI,241,B-
1399234,MUSE,394,F
1772123,CSCI,467,A-
1560953,CSCI,241,B-
1355863,MATH,230,C++
1513234,MATH,110,B-
1647812,MATH,155,C++
1421528,MUSE,394,C
1401579,MATH,155,B
1399842,MATH,110,B-
1638171,CSCI,241,C++
1399842,CSCI,499,A-
1727272,CSCI,340,F
1445566,MATH,229,C++
1478201,FLGL,101,A-
1560953,PSYC,102,B
1231872,MATH,230,C
1399234,MGMT,217,B-
1375817,MATH,110,C
1399234,MATH,155,B+
1355863,MATH,155,A
1402258,MATH,110,F
1560953,MATH,110,C
1401579,CSCI,241,B-
1399842,MATH,229,A-
1513234,CSCI,499,B+
1231872,MATH,229,C
1553486,MATH,110,F
1401579,MUSE,394,F
1399234,FLGL,102,C
1498765,CSCI,241,B+
1560953,CSCI,499,B-
1478201,CSCI,240,C
1399842,STAT,473,F
1478201,STAT,473,B-
1742912,CSCI,240,D
1742912,MATH,230,B-
1478201,CSCI,466,B+
1638171,CSCI,467,C
1375817,CSCI,466,B+
1231872,FLGL,101,B-
1375817,FLGL,102,A-
1566721,ART,101,C
1766348,MATH,229,B-
1478201,FLGL,201,C++
1399234,CSCI,240,B-
1500215,CSCI,467,B-
1478201,MATH,230,B-
1421528,CSCI,240,F
1742912,CSCI,340,F
1553486,MUSE,394,F
1402258,CSCI,473,C
1742912,PHYS,273,B
1766348,MATH,230,D
1638171,CSCI,401,F
1772123,MATH,229,A
1445566,MUSE,394,C
1498765,STAT,473,C
1742912,CSCI,241,B+
1772123,FLGL,101,A
1553486,FLGL,101,B
1478201,PHYS,273,A-
1498765,FLGL,101,B
1727272,MATH,230,D
1401579,MATH,229,C++
1742912,MGMT,217,C++
1638171,CSCI,330,C
1399842,MATH,155,B+
1766623,ART,101,C-
1727272,CSCI,467,B-
1399234,CSCI,241,B-
1500215,ANTH,220,B+
1375817,CSCI,467,B-
1553486,MATH,229,B
1742912,MATH,110,C
1566721,CSCI,241,A
1445566,PHYS,273,C
1766623,CSCI,473,C++
1375817,CSCI,473,A-
1399842,FLGL,102,A
1513234,CSCI,330,B
1742912,PSYC,102,C++
1445566,PSYC,102,A
1421528,PHYS,273,F
1742912,FLGL,201,C-
1498765,PSYC,102,B+
1375817,FLGL,101,B
1445566,FLGL,201,B-
1647812,MATH,230,F
1566721,FLGL,201,B
1401579,MATH,230,C-
1355863,MUSE,394,B-
1566721,MATH,229,A-
1566721,PHYS,273,B
1355863,CSCI,473,A-
1399842,CSCI,401,C
1638171,PSYC,102,C++
1401579,CSCI,401,F
1399842,CSCI,241,A
1231872,CSCI,330,B-
1399842,FLGL,201,B
1231872,ANTH,220,B-
1513234,MUSE,394,C
1553486,ART,101,F
1355863,MATH,110,C
1355863,FLGL,102,B+
1399234,CSCI,466,B-
1375817,CSCI,330,B
1560953,MUSE,394,C
1638171,FLGL,101,B
